order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit
7369,09/11/2022,First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,OFF-BI-10004654,20,20,3,4,0.8,19.2,-0.8000000000000007
7370,10/07/2022,Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,OFF-LA-10001175,0,0,2,5,0.0,0.0,0.0
7371,11/27/2022,Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,TEC-PH-10001336,240,260,2,3,7.199999999999999,232.8,-7.199999999999989
7372,11/21/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,OFF-ST-10000760,130,150,11,4,5.2,124.8,-5.200000000000003
7373,02/09/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,OFF-ST-10002301,50,60,3,4,2.0,48.0,-2.0
7374,05/23/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,OFF-SU-10004884,90,110,7,5,4.5,85.5,-4.5
7375,04/14/2022,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,OFF-FA-10003112,10,10,1,3,0.3,9.7,-0.3000000000000007
7376,02/21/2022,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10000069,30,40,3,4,1.2,28.8,-1.1999999999999993
7377,01/18/2023,First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,OFF-AR-10001958,50,50,4,2,1.0,49.0,-1.0
7378,02/22/2023,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10001321,70,90,6,3,2.1,67.9,-2.0999999999999943
7379,01/04/2023,Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,OFF-AR-10003504,10,10,3,3,0.3,9.7,-0.3000000000000007
7380,03/16/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,OFF-ST-10000419,30,40,3,5,1.5,28.5,-1.5
7381,05/04/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,OFF-LA-10004559,10,10,5,5,0.5,9.5,-0.5
7382,03/05/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,TEC-PH-10001644,130,150,5,3,3.9,126.1,-3.9000000000000057
7383,02/08/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,OFF-SU-10004782,20,20,2,2,0.4,19.6,-0.3999999999999986
7384,03/22/2023,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10002250,20,20,3,4,0.8,19.2,-0.8000000000000007
7385,10/17/2023,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,OFF-AP-10001394,340,380,2,4,13.6,326.4,-13.600000000000023
7386,01/28/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10001838,20,20,3,3,0.6,19.4,-0.6000000000000014
7387,03/29/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,OFF-ST-10004340,300,370,6,2,6.0,294.0,-6.0
7388,11/26/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,FUR-FU-10003664,1190,1340,14,3,35.699999999999996,1154.3,-35.700000000000045
7389,08/09/2023,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,TEC-PH-10004897,30,30,3,3,0.8999999999999999,29.1,-0.8999999999999986
7390,03/30/2023,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,FUR-CH-10000454,350,390,2,2,7.0,343.0,-7.0
7391,06/20/2022,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,FUR-FU-10004017,90,100,5,2,1.8,88.2,-1.7999999999999972
7392,03/30/2022,Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,OFF-PA-10000241,60,70,3,4,2.4,57.6,-2.3999999999999986
7393,06/07/2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10003016,20,20,5,4,0.8,19.2,-0.8000000000000007
7394,08/29/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001615,60,60,3,3,1.7999999999999998,58.2,-1.7999999999999972
7395,05/30/2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10002713,30,30,5,5,1.5,28.5,-1.5
7396,07/22/2022,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002958,280,310,2,4,11.200000000000001,268.8,-11.199999999999989
7397,08/18/2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10003746,740,870,3,3,22.2,717.8,-22.200000000000045
7398,04/25/2022,Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,OFF-AP-10003217,720,800,6,4,28.8,691.2,-28.799999999999955
7399,12/18/2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001526,30,40,9,2,0.6,29.4,-0.6000000000000014
7400,12/14/2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002857,20,20,4,4,0.8,19.2,-0.8000000000000007
7401,04/09/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10003039,40,40,1,3,1.2,38.8,-1.2000000000000028
7402,10/28/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002615,30,30,7,3,0.8999999999999999,29.1,-0.8999999999999986
7403,02/12/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10002573,60,70,4,3,1.7999999999999998,58.2,-1.7999999999999972
7404,10/27/2022,Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,FUR-BO-10004015,430,510,5,3,12.9,417.1,-12.899999999999977
7405,03/09/2023,Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,FUR-FU-10001979,100,120,3,2,2.0,98.0,-2.0
7406,05/04/2022,Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,FUR-CH-10003833,90,100,2,5,4.5,85.5,-4.5
7407,07/20/2023,Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,FUR-CH-10004495,680,720,3,2,13.6,666.4,-13.600000000000023
7408,12/14/2023,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,OFF-LA-10001613,10,10,5,4,0.4,9.6,-0.40000000000000036
7409,05/05/2023,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10003247,140,170,8,3,4.2,135.8,-4.199999999999989
7410,08/27/2023,Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,FUR-TA-10004442,150,170,1,3,4.5,145.5,-4.5
7411,07/04/2023,First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10001314,90,100,2,2,1.8,88.2,-1.7999999999999972
7412,03/03/2022,Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,TEC-PH-10001619,140,160,1,5,7.0,133.0,-7.0
7413,02/18/2023,Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,TEC-AC-10002323,30,40,2,2,0.6,29.4,-0.6000000000000014
7414,07/29/2023,Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,FUR-FU-10000820,10,10,1,5,0.5,9.5,-0.5
7415,12/14/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10004287,320,390,2,3,9.6,310.4,-9.600000000000023
7416,04/05/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10000474,330,380,5,5,16.5,313.5,-16.5
7417,08/22/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10001494,450,540,3,4,18.0,432.0,-18.0
7418,03/02/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10004996,40,40,5,2,0.8,39.2,-0.7999999999999972
7419,03/11/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004318,50,50,1,5,2.5,47.5,-2.5
7420,05/03/2023,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10002574,520,550,5,5,26.0,494.0,-26.0
7421,07/05/2023,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10002353,20,20,5,3,0.6,19.4,-0.6000000000000014
7422,06/26/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10003641,110,130,2,2,2.2,107.8,-2.200000000000003
7423,12/01/2023,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,TEC-MA-10001148,420,450,3,4,16.8,403.2,-16.80000000000001
7424,04/29/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,OFF-AP-10000026,190,200,4,3,5.7,184.3,-5.699999999999989
7425,08/13/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10003878,40,40,3,4,1.6,38.4,-1.6000000000000014
7426,12/10/2023,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10001146,70,90,2,3,2.1,67.9,-2.0999999999999943
7427,08/26/2023,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10003919,30,30,2,3,0.8999999999999999,29.1,-0.8999999999999986
7428,11/15/2023,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,OFF-BI-10000605,10,10,3,4,0.4,9.6,-0.40000000000000036
7429,05/08/2023,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,OFF-BI-10000309,30,30,2,4,1.2,28.8,-1.1999999999999993
7430,05/02/2023,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,OFF-PA-10003349,10,10,2,4,0.4,9.6,-0.40000000000000036
7431,10/17/2022,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,OFF-PA-10003063,20,20,4,5,1.0,19.0,-1.0
7432,12/07/2022,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,OFF-AP-10003971,20,30,3,4,0.8,19.2,-0.8000000000000007
7433,10/06/2022,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,OFF-FA-10004838,0,0,3,3,0.0,0.0,0.0
7434,05/19/2022,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10001097,10,10,5,2,0.2,9.8,-0.1999999999999993
7435,08/23/2023,Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,OFF-BI-10000605,10,10,3,4,0.4,9.6,-0.40000000000000036
7436,05/28/2022,Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,OFF-BI-10003314,20,20,6,4,0.8,19.2,-0.8000000000000007
7437,04/18/2022,Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,OFF-AR-10002067,90,100,5,2,1.8,88.2,-1.7999999999999972
7438,08/13/2023,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001031,20,20,5,5,1.0,19.0,-1.0
7439,06/20/2022,Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,FUR-FU-10003832,50,50,5,2,1.0,49.0,-1.0
7440,06/03/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10000138,20,20,5,3,0.6,19.4,-0.6000000000000014
7441,01/17/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,FUR-TA-10004607,190,240,2,5,9.5,180.5,-9.5
7442,02/28/2023,First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,OFF-LA-10003148,20,20,3,2,0.4,19.6,-0.3999999999999986
7443,10/10/2023,First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,OFF-PA-10001804,10,10,2,3,0.3,9.7,-0.3000000000000007
7444,08/15/2023,First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,OFF-ST-10000036,220,240,3,3,6.6,213.4,-6.599999999999994
7445,12/25/2023,Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001166,10,10,1,5,0.5,9.5,-0.5
7446,05/04/2022,Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001033,60,70,2,4,2.4,57.6,-2.3999999999999986
7447,02/12/2023,Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004597,20,20,1,2,0.4,19.6,-0.3999999999999986
7448,04/24/2023,Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10000418,350,420,5,5,17.5,332.5,-17.5
7449,01/22/2022,First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,FUR-FU-10004090,70,90,5,5,3.5,66.5,-3.5
7450,01/29/2022,Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,OFF-AR-10000390,10,10,3,3,0.3,9.7,-0.3000000000000007
7451,07/14/2022,Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,FUR-CH-10003774,260,320,5,4,10.4,249.6,-10.400000000000006
7452,08/19/2023,Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10002412,10,10,5,3,0.3,9.7,-0.3000000000000007
7453,12/15/2022,Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,TEC-PH-10002415,1350,1420,6,5,67.5,1282.5,-67.5
7454,03/02/2023,Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,TEC-PH-10003505,140,150,2,4,5.6000000000000005,134.4,-5.599999999999994
7455,05/20/2023,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,OFF-LA-10003663,10,10,4,3,0.3,9.7,-0.3000000000000007
7456,12/06/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10001780,850,1040,2,2,17.0,833.0,-17.0
7457,10/26/2022,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,TEC-PH-10002033,520,570,2,4,20.8,499.2,-20.80000000000001
7458,07/18/2023,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,OFF-BI-10001036,10,10,1,5,0.5,9.5,-0.5
7459,06/28/2022,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,FUR-FU-10001468,1020,1200,7,3,30.599999999999998,989.4,-30.600000000000023
7460,06/15/2022,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,FUR-BO-10001519,470,520,9,3,14.1,455.9,-14.100000000000023
7461,10/20/2022,Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,TEC-CO-10001943,530,640,4,4,21.2,508.8,-21.19999999999999
7462,05/10/2022,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003127,40,50,2,3,1.2,38.8,-1.2000000000000028
7463,04/10/2023,Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10002076,460,540,9,5,23.0,437.0,-23.0
7464,05/10/2022,Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,OFF-AR-10003338,10,10,2,5,0.5,9.5,-0.5
7465,01/18/2022,Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,OFF-PA-10004610,20,30,8,5,1.0,19.0,-1.0
7466,05/22/2023,Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,OFF-ST-10001272,240,260,2,4,9.6,230.4,-9.599999999999994
7467,04/09/2023,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,OFF-AP-10001366,80,90,8,2,1.6,78.4,-1.5999999999999943
7468,07/16/2022,Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10001424,30,30,4,3,0.8999999999999999,29.1,-0.8999999999999986
7469,03/09/2023,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10000349,10,10,3,5,0.5,9.5,-0.5
7470,09/05/2023,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10002456,10,10,2,4,0.4,9.6,-0.40000000000000036
7471,01/13/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002609,0,0,4,4,0.0,0.0,0.0
7472,02/08/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10001522,140,150,2,2,2.8000000000000003,137.2,-2.8000000000000114
7473,03/05/2023,First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,TEC-CO-10000971,1410,1500,5,2,28.2,1381.8,-28.200000000000045
7474,06/19/2022,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10000034,10,10,4,3,0.3,9.7,-0.3000000000000007
7475,08/02/2022,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10004063,2290,2570,9,3,68.7,2221.3,-68.69999999999982
7476,10/05/2022,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10004632,570,610,2,5,28.5,541.5,-28.5
7477,05/18/2022,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10001662,10,10,2,3,0.3,9.7,-0.3000000000000007
7478,05/31/2022,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,TEC-PH-10004977,330,390,2,4,13.200000000000001,316.8,-13.199999999999989
7479,08/09/2023,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,TEC-PH-10004539,630,760,4,5,31.5,598.5,-31.5
7480,01/27/2023,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,OFF-FA-10001883,30,30,4,4,1.2,28.8,-1.1999999999999993
7481,05/10/2022,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,OFF-PA-10000955,10,10,1,4,0.4,9.6,-0.40000000000000036
7482,12/31/2022,Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,OFF-EN-10002500,10,10,1,3,0.3,9.7,-0.3000000000000007
7483,09/08/2022,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10004654,20,20,4,5,1.0,19.0,-1.0
7484,07/15/2023,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10003774,360,450,7,4,14.4,345.6,-14.399999999999977
7485,09/19/2022,Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,OFF-AR-10004707,0,0,1,4,0.0,0.0,0.0
7486,05/02/2022,Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,OFF-BI-10004040,20,30,5,5,1.0,19.0,-1.0
7487,04/28/2022,Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,OFF-PA-10001184,20,30,5,2,0.4,19.6,-0.3999999999999986
7488,03/05/2022,Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,TEC-AC-10004145,2120,2250,9,3,63.599999999999994,2056.4,-63.59999999999991
7489,03/27/2022,Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,FUR-TA-10003473,1000,1050,4,5,50.0,950.0,-50.0
7490,07/25/2023,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10003172,10,10,2,2,0.2,9.8,-0.1999999999999993
7491,06/04/2022,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10003799,90,110,6,2,1.8,88.2,-1.7999999999999972
7492,11/16/2023,Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,TEC-PH-10002583,110,120,6,4,4.4,105.6,-4.400000000000006
7493,09/26/2022,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10004239,10,10,3,4,0.4,9.6,-0.40000000000000036
7494,10/21/2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,FUR-TA-10002855,460,510,5,5,23.0,437.0,-23.0
7495,04/27/2023,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10001626,0,0,2,3,0.0,0.0,0.0
7496,07/13/2022,Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,OFF-BI-10004022,0,0,2,2,0.0,0.0,0.0
7497,07/12/2023,Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,FUR-FU-10003601,230,280,3,5,11.5,218.5,-11.5
7498,03/29/2022,Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,OFF-FA-10000490,0,0,4,5,0.0,0.0,0.0
7499,12/03/2022,Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,OFF-AR-10004042,60,70,4,4,2.4,57.6,-2.3999999999999986
7500,09/04/2023,Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,FUR-FU-10002960,20,20,3,4,0.8,19.2,-0.8000000000000007
7501,09/16/2022,Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,TEC-AC-10000991,120,140,3,3,3.5999999999999996,116.4,-3.5999999999999943
7502,07/22/2023,Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,TEC-PH-10004977,410,470,3,3,12.299999999999999,397.7,-12.300000000000011
7503,11/23/2022,Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10000817,10,10,2,3,0.3,9.7,-0.3000000000000007
7504,10/01/2022,Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10002447,140,160,1,4,5.6000000000000005,134.4,-5.599999999999994
7505,03/22/2022,Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,OFF-EN-10003134,20,20,2,2,0.4,19.6,-0.3999999999999986
7506,08/15/2022,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10000309,10,10,4,4,0.4,9.6,-0.40000000000000036
7507,09/15/2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10001615,40,50,2,4,1.6,38.4,-1.6000000000000014
7508,12/28/2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10003208,300,360,2,4,12.0,288.0,-12.0
7509,11/15/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10000605,10,10,2,2,0.2,9.8,-0.1999999999999993
7510,05/30/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10000560,1720,1890,9,3,51.6,1668.4,-51.59999999999991
7511,11/07/2023,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10003455,50,60,5,4,2.0,48.0,-2.0
7512,05/11/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10002937,350,400,5,4,14.0,336.0,-14.0
7513,03/06/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10001837,190,240,7,2,3.8000000000000003,186.2,-3.8000000000000114
7514,11/26/2022,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10004757,10,10,5,2,0.2,9.8,-0.1999999999999993
7515,08/29/2023,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,OFF-BI-10004236,30,30,2,5,1.5,28.5,-1.5
7516,04/11/2023,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,OFF-AP-10000159,180,210,5,4,7.2,172.8,-7.199999999999989
7517,11/21/2022,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,OFF-BI-10003274,20,20,4,4,0.8,19.2,-0.8000000000000007
7518,12/21/2022,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,TEC-AC-10001013,120,150,5,4,4.8,115.2,-4.799999999999997
7519,02/22/2022,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,OFF-ST-10004963,20,20,1,2,0.4,19.6,-0.3999999999999986
7520,12/18/2023,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,OFF-LA-10004409,10,10,2,5,0.5,9.5,-0.5
7521,02/04/2022,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,TEC-CO-10001046,1160,1400,2,2,23.2,1136.8,-23.200000000000045
7522,02/08/2023,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002824,10,10,2,3,0.3,9.7,-0.3000000000000007
7523,06/27/2023,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10001757,10,10,6,2,0.2,9.8,-0.1999999999999993
7524,09/12/2023,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,FUR-CH-10004477,70,90,2,3,2.1,67.9,-2.0999999999999943
7525,11/10/2022,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,OFF-EN-10003072,20,20,7,5,1.0,19.0,-1.0
7526,02/10/2022,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,FUR-CH-10003973,1420,1490,5,4,56.800000000000004,1363.2,-56.799999999999955
7527,02/25/2023,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10001028,60,70,6,2,1.2,58.8,-1.2000000000000028
7528,01/17/2023,Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10003829,10,10,3,4,0.4,9.6,-0.40000000000000036
7529,04/27/2022,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002245,30,40,6,5,1.5,28.5,-1.5
7530,02/01/2022,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002215,20,20,3,3,0.6,19.4,-0.6000000000000014
7531,08/08/2022,Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10003925,790,930,3,3,23.7,766.3,-23.700000000000045
